The Shawshank Redemption,https://www.imdb.com/title/tt0111161/,9.2
The Godfather,https://www.imdb.com/title/tt0068646/,9.1
The Godfather: Part II,https://www.imdb.com/title/tt0071562/,9.0
The Dark Knight,https://www.imdb.com/title/tt0468569/,9.0
12 Angry Men,https://www.imdb.com/title/tt0050083/,8.9
Schindler's List,https://www.imdb.com/title/tt0108052/,8.9
The Lord of the Rings: The Return of the King,https://www.imdb.com/title/tt0167260/,8.9
Pulp Fiction,https://www.imdb.com/title/tt0110912/,8.8
"The Good, the Bad and the Ugly",https://www.imdb.com/title/tt0060196/,8.8
The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/,8.8
Fight Club,https://www.imdb.com/title/tt0137523/,8.8
Forrest Gump,https://www.imdb.com/title/tt0109830/,8.7
Inception,https://www.imdb.com/title/tt1375666/,8.7
The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/,8.7
Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684/,8.7
The Matrix,https://www.imdb.com/title/tt0133093/,8.6
Goodfellas,https://www.imdb.com/title/tt0099685/,8.6
One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/,8.6
Seven Samurai,https://www.imdb.com/title/tt0047478/,8.6
Se7en,https://www.imdb.com/title/tt0114369/,8.6
The Silence of the Lambs,https://www.imdb.com/title/tt0102926/,8.6
City of God,https://www.imdb.com/title/tt0317248/,8.6
It's a Wonderful Life,https://www.imdb.com/title/tt0038650/,8.6
Life Is Beautiful,https://www.imdb.com/title/tt0118799/,8.6
Star Wars: Episode IV - A New Hope,https://www.imdb.com/title/tt0076759/,8.6
Saving Private Ryan,https://www.imdb.com/title/tt0120815/,8.5
Spirited Away,https://www.imdb.com/title/tt0245429/,8.5
Interstellar,https://www.imdb.com/title/tt0816692/,8.5
The Green Mile,https://www.imdb.com/title/tt0120689/,8.5
Parasite,https://www.imdb.com/title/tt6751668/,8.5
Léon: The Professional,https://www.imdb.com/title/tt0110413/,8.5
Hara-Kiri,https://www.imdb.com/title/tt0056058/,8.5
The Usual Suspects,https://www.imdb.com/title/tt0114814/,8.5
The Pianist,https://www.imdb.com/title/tt0253474/,8.5
Back to the Future,https://www.imdb.com/title/tt0088763/,8.5
Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/,8.5
Modern Times,https://www.imdb.com/title/tt0027977/,8.5
Psycho,https://www.imdb.com/title/tt0054215/,8.5
The Lion King,https://www.imdb.com/title/tt0110357/,8.5
American History X,https://www.imdb.com/title/tt0120586/,8.5
City Lights,https://www.imdb.com/title/tt0021749/,8.5
Gladiator,https://www.imdb.com/title/tt0172495/,8.5
Whiplash,https://www.imdb.com/title/tt2582802/,8.5
The Departed,https://www.imdb.com/title/tt0407887/,8.5
Grave of the Fireflies,https://www.imdb.com/title/tt0095327/,8.5
The Intouchables,https://www.imdb.com/title/tt1675434/,8.5
The Prestige,https://www.imdb.com/title/tt0482571/,8.5
Casablanca,https://www.imdb.com/title/tt0034583/,8.4
Once Upon a Time in the West,https://www.imdb.com/title/tt0064116/,8.4
Rear Window,https://www.imdb.com/title/tt0047396/,8.4
Cinema Paradiso,https://www.imdb.com/title/tt0095765/,8.4
Alien,https://www.imdb.com/title/tt0078748/,8.4
Apocalypse Now,https://www.imdb.com/title/tt0078788/,8.4
Memento,https://www.imdb.com/title/tt0209144/,8.4
Indiana Jones and the Raiders of the Lost Ark,https://www.imdb.com/title/tt0082971/,8.4
The Great Dictator,https://www.imdb.com/title/tt0032553/,8.4
The Lives of Others,https://www.imdb.com/title/tt0405094/,8.4
Django Unchained,https://www.imdb.com/title/tt1853728/,8.4
Paths of Glory,https://www.imdb.com/title/tt0050825/,8.4
Sunset Blvd.,https://www.imdb.com/title/tt0043014/,8.4
WALL·E,https://www.imdb.com/title/tt0910970/,8.4
The Shining,https://www.imdb.com/title/tt0081505/,8.4
Witness for the Prosecution,https://www.imdb.com/title/tt0051201/,8.4
Avengers: Infinity War,https://www.imdb.com/title/tt4154756/,8.4
Joker,https://www.imdb.com/title/tt7286456/,8.4
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/,8.4
Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/,8.4
Oldboy,https://www.imdb.com/title/tt0364569/,8.3
Princess Mononoke,https://www.imdb.com/title/tt0119698/,8.3
Hamilton,https://www.imdb.com/title/tt8503618/,8.3
Once Upon a Time in America,https://www.imdb.com/title/tt0087843/,8.3
Your Name.,https://www.imdb.com/title/tt5311514/,8.3
The Dark Knight Rises,https://www.imdb.com/title/tt1345836/,8.3
Aliens,https://www.imdb.com/title/tt0090605/,8.3
Coco,https://www.imdb.com/title/tt2380307/,8.3
Pather Panchali,https://www.imdb.com/title/tt0048473/,8.3
Das Boot,https://www.imdb.com/title/tt0082096/,8.3
Capernaum,https://www.imdb.com/title/tt8267604/,8.3
High and Low,https://www.imdb.com/title/tt0057565/,8.3
Avengers: Endgame,https://www.imdb.com/title/tt4154796/,8.3
American Beauty,https://www.imdb.com/title/tt0169547/,8.3
Toy Story,https://www.imdb.com/title/tt0114709/,8.3
Braveheart,https://www.imdb.com/title/tt0112573/,8.3
Amadeus,https://www.imdb.com/title/tt0086879/,8.3
3 Idiots,https://www.imdb.com/title/tt1187043/,8.3
Inglourious Basterds,https://www.imdb.com/title/tt0361748/,8.3
Good Will Hunting,https://www.imdb.com/title/tt0119217/,8.3
Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/,8.3
2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/,8.3
Reservoir Dogs,https://www.imdb.com/title/tt0105236/,8.3
M,https://www.imdb.com/title/tt0022100/,8.3
Like Stars on Earth,https://www.imdb.com/title/tt0986264/,8.3
Citizen Kane,https://www.imdb.com/title/tt0033467/,8.3
Vertigo,https://www.imdb.com/title/tt0052357/,8.3
Requiem for a Dream,https://www.imdb.com/title/tt0180093/,8.3
The Hunt,https://www.imdb.com/title/tt2106476/,8.3
Come and See,https://www.imdb.com/title/tt0091251/,8.3
Singin' in the Rain,https://www.imdb.com/title/tt0045152/,8.3
North by Northwest,https://www.imdb.com/title/tt0053125/,8.3
Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/,8.3
Bicycle Thieves,https://www.imdb.com/title/tt0040522/,8.3
Ikiru,https://www.imdb.com/title/tt0044741/,8.3
Lawrence of Arabia,https://www.imdb.com/title/tt0056172/,8.2
The Kid,https://www.imdb.com/title/tt0012349/,8.2
The Father,https://www.imdb.com/title/tt10272386/,8.2
Full Metal Jacket,https://www.imdb.com/title/tt0093058/,8.2
Dangal,https://www.imdb.com/title/tt5074352/,8.2
A Clockwork Orange,https://www.imdb.com/title/tt0066921/,8.2
Taxi Driver,https://www.imdb.com/title/tt0075314/,8.2
Metropolis,https://www.imdb.com/title/tt0017136/,8.2
The Sting,https://www.imdb.com/title/tt0070735/,8.2
Double Indemnity,https://www.imdb.com/title/tt0036775/,8.2
1917,https://www.imdb.com/title/tt8579674/,8.2
The Apartment,https://www.imdb.com/title/tt0053604/,8.2
A Separation,https://www.imdb.com/title/tt1832382/,8.2
Amélie,https://www.imdb.com/title/tt0211915/,8.2
Incendies,https://www.imdb.com/title/tt1255953/,8.2
Snatch,https://www.imdb.com/title/tt0208092/,8.2
Scarface,https://www.imdb.com/title/tt0086250/,8.2
Toy Story 3,https://www.imdb.com/title/tt0435761/,8.2
To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/,8.2
For a Few Dollars More,https://www.imdb.com/title/tt0059578/,8.2
Up,https://www.imdb.com/title/tt1049413/,8.2
Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/,8.2
L.A. Confidential,https://www.imdb.com/title/tt0119488/,8.2
Heat,https://www.imdb.com/title/tt0113277/,8.2
Rashomon,https://www.imdb.com/title/tt0042876/,8.2
Yojimbo,https://www.imdb.com/title/tt0055630/,8.2
Ran,https://www.imdb.com/title/tt0089881/,8.2
Die Hard,https://www.imdb.com/title/tt0095016/,8.2
Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,8.2
Green Book,https://www.imdb.com/title/tt6966692/,8.2
Downfall,https://www.imdb.com/title/tt0363163/,8.2
Batman Begins,https://www.imdb.com/title/tt0372784/,8.2
Some Like It Hot,https://www.imdb.com/title/tt0053291/,8.2
All About Eve,https://www.imdb.com/title/tt0042192/,8.2
Unforgiven,https://www.imdb.com/title/tt0105695/,8.2
Children of Heaven,https://www.imdb.com/title/tt0118849/,8.2
Howl's Moving Castle,https://www.imdb.com/title/tt0347149/,8.2
The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/,8.2
The Great Escape,https://www.imdb.com/title/tt0057115/,8.2
Judgment at Nuremberg,https://www.imdb.com/title/tt0055031/,8.2
Casino,https://www.imdb.com/title/tt0112641/,8.2
The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/,8.2
Pan's Labyrinth,https://www.imdb.com/title/tt0457430/,8.2
There Will Be Blood,https://www.imdb.com/title/tt0469494/,8.1
A Beautiful Mind,https://www.imdb.com/title/tt0268978/,8.1
The Secret in Their Eyes,https://www.imdb.com/title/tt1305806/,8.1
Raging Bull,https://www.imdb.com/title/tt0081398/,8.1
My Neighbor Totoro,https://www.imdb.com/title/tt0096283/,8.1
Chinatown,https://www.imdb.com/title/tt0071315/,8.1
"Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735/,8.1
The Gold Rush,https://www.imdb.com/title/tt0015864/,8.1
"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,8.1
Dial M for Murder,https://www.imdb.com/title/tt0046912/,8.1
No Country for Old Men,https://www.imdb.com/title/tt0477348/,8.1
Shutter Island,https://www.imdb.com/title/tt1130884/,8.1
The Seventh Seal,https://www.imdb.com/title/tt0050976/,8.1
The Elephant Man,https://www.imdb.com/title/tt0080678/,8.1
The Thing,https://www.imdb.com/title/tt0084787/,8.1
The Sixth Sense,https://www.imdb.com/title/tt0167404/,8.1
Inside Out,https://www.imdb.com/title/tt2096673/,8.1
V for Vendetta,https://www.imdb.com/title/tt0434409/,8.1
Klaus,https://www.imdb.com/title/tt4729430/,8.1
The Third Man,https://www.imdb.com/title/tt0041959/,8.1
Blade Runner,https://www.imdb.com/title/tt0083658/,8.1
Wild Strawberries,https://www.imdb.com/title/tt0050986/,8.1
The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212/,8.1
Trainspotting,https://www.imdb.com/title/tt0117951/,8.1
My Father and My Son,https://www.imdb.com/title/tt0476735/,8.1
The Truman Show,https://www.imdb.com/title/tt0120382/,8.1
Jurassic Park,https://www.imdb.com/title/tt0107290/,8.1
Warrior,https://www.imdb.com/title/tt1291584/,8.1
Fargo,https://www.imdb.com/title/tt0116282/,8.1
Memories of Murder,https://www.imdb.com/title/tt0353969/,8.1
Finding Nemo,https://www.imdb.com/title/tt0266543/,8.1
Gone with the Wind,https://www.imdb.com/title/tt0031381/,8.1
Tokyo Story,https://www.imdb.com/title/tt0046438/,8.1
Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/,8.1
On the Waterfront,https://www.imdb.com/title/tt0047296/,8.1
Stalker,https://www.imdb.com/title/tt0079944/,8.1
The General,https://www.imdb.com/title/tt0017925/,8.1
The Deer Hunter,https://www.imdb.com/title/tt0077416/,8.1
Wild Tales,https://www.imdb.com/title/tt3011894/,8.1
Gran Torino,https://www.imdb.com/title/tt1205489/,8.1
Sherlock Jr.,https://www.imdb.com/title/tt0015324/,8.1
Room,https://www.imdb.com/title/tt3170832/,8.1
The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/,8.1
Before Sunrise,https://www.imdb.com/title/tt0112471/,8.1
Persona,https://www.imdb.com/title/tt0060827/,8.1
Mary and Max,https://www.imdb.com/title/tt0978762/,8.1
In the Name of the Father,https://www.imdb.com/title/tt0107207/,8.1
Prisoners,https://www.imdb.com/title/tt1392214/,8.1
Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/,8.1
Gone Girl,https://www.imdb.com/title/tt2267998/,8.1
Catch Me If You Can,https://www.imdb.com/title/tt0264464/,8.1
To Be or Not to Be,https://www.imdb.com/title/tt0035446/,8.1
Hacksaw Ridge,https://www.imdb.com/title/tt2119532/,8.1
Andhadhun,https://www.imdb.com/title/tt8108198/,8.1
Barry Lyndon,https://www.imdb.com/title/tt0072684/,8.1
The Big Lebowski,https://www.imdb.com/title/tt0118715/,8.1
Ford v Ferrari,https://www.imdb.com/title/tt1950186/,8.1
12 Years a Slave,https://www.imdb.com/title/tt2024544/,8.1
The Passion of Joan of Arc,https://www.imdb.com/title/tt0019254/,8.1
How to Train Your Dragon,https://www.imdb.com/title/tt0892769/,8.1
Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/,8.1
The Wages of Fear,https://www.imdb.com/title/tt0046268/,8.1
Ben-Hur,https://www.imdb.com/title/tt0052618/,8.1
Million Dollar Baby,https://www.imdb.com/title/tt0405159/,8.1
Dead Poets Society,https://www.imdb.com/title/tt0097165/,8.1
Network,https://www.imdb.com/title/tt0074958/,8.1
Stand by Me,https://www.imdb.com/title/tt0092005/,8.1
Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/,8.1
Autumn Sonata,https://www.imdb.com/title/tt0077711/,8.1
Cool Hand Luke,https://www.imdb.com/title/tt0061512/,8.1
The 400 Blows,https://www.imdb.com/title/tt0053198/,8.1
The Handmaiden,https://www.imdb.com/title/tt4016934/,8.1
The Bandit,https://www.imdb.com/title/tt0116231/,8.1
Logan,https://www.imdb.com/title/tt3315342/,8.0
Platoon,https://www.imdb.com/title/tt0091763/,8.0
Hachi: A Dog's Tale,https://www.imdb.com/title/tt1028532/,8.0
La Haine,https://www.imdb.com/title/tt0113247/,8.0
Monty Python's Life of Brian,https://www.imdb.com/title/tt0079470/,8.0
Spotlight,https://www.imdb.com/title/tt1895587/,8.0
Hotel Rwanda,https://www.imdb.com/title/tt0395169/,8.0
Into the Wild,https://www.imdb.com/title/tt0758758/,8.0
Rush,https://www.imdb.com/title/tt1979320/,8.0
Rebecca,https://www.imdb.com/title/tt0032976/,8.0
Andrei Rublev,https://www.imdb.com/title/tt0060107/,8.0
"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,8.0
Drishyam 2,https://www.imdb.com/title/tt12361178/,8.0
Amores Perros,https://www.imdb.com/title/tt0245712/,8.0
Raatchasan,https://www.imdb.com/title/tt7060344/,8.0
Rocky,https://www.imdb.com/title/tt0075148/,8.0
Gangs of Wasseypur,https://www.imdb.com/title/tt1954470/,8.0
A Silent Voice: The Movie,https://www.imdb.com/title/tt5323662/,8.0
In the Mood for Love,https://www.imdb.com/title/tt0118694/,8.0
It Happened One Night,https://www.imdb.com/title/tt0025316/,8.0
Nausicaä of the Valley of the Wind,https://www.imdb.com/title/tt0087544/,8.0
The Battle of Algiers,https://www.imdb.com/title/tt0058946/,8.0
Before Sunset,https://www.imdb.com/title/tt0381681/,8.0
Rififi,https://www.imdb.com/title/tt0048021/,8.0
Soul,https://www.imdb.com/title/tt2948372/,8.0
The Princess Bride,https://www.imdb.com/title/tt0093779/,8.0
Fanny and Alexander,https://www.imdb.com/title/tt0083922/,8.0
Three Colors: Red,https://www.imdb.com/title/tt0111495/,8.0
Sunrise,https://www.imdb.com/title/tt0018455/,8.0
Neon Genesis Evangelion: The End of Evangelion,https://www.imdb.com/title/tt0169858/,8.0
Drishyam,https://www.imdb.com/title/tt3417422/,8.0
Miracle in Cell No. 7,https://www.imdb.com/title/tt10431500/,8.0
